Phylum,ACC,Mbp,EVE_Status
Ascomycota,GCA_014849305.1,43.385,Negative
Ascomycota,GCA_014849345.1,43.822,Negative
Ascomycota,GCA_014849355.1,40.554,Negative
Ascomycota,GCA_014849385.1,43.089,Negative
Ascomycota,GCA_014849395.1,43.443,Negative
Ascomycota,GCA_014849415.1,43.772,Negative
Ascomycota,GCA_014849555.1,43.226,Negative
Ascomycota,GCA_014849585.1,42.699,Negative
Ascomycota,GCA_014849605.1,44.07,Negative
Ascomycota,GCA_014849635.1,43.623,Negative
Ascomycota,GCA_014849655.1,46.798,Negative
Ascomycota,GCA_014849665.1,43.589,Negative
Ascomycota,GCA_014849675.1,43.829,Negative
Ascomycota,GCA_014849695.1,41.786,Negative
Ascomycota,GCA_014849715.1,43.387,Negative
Ascomycota,GCA_014849745.1,44.496,Negative
Ascomycota,GCA_014849765.1,42.87,Negative
Ascomycota,GCA_014849795.1,38.569,Negative
Ascomycota,GCA_014849805.1,43.589,Negative
Ascomycota,GCA_014849815.1,43.633,Negative
Ascomycota,GCA_014849835.1,38.721,Negative
Ascomycota,GCA_014849855.1,43.706,Negative
Ascomycota,GCA_014849905.1,43.604,Negative
Ascomycota,GCA_014849915.1,43.617,Negative
Ascomycota,GCA_014849935.1,44.479,Negative
Ascomycota,GCA_014849945.1,43.488,Negative
Ascomycota,GCA_014849955.1,42.217,Negative
Ascomycota,GCA_014849965.1,43.637,Negative
Ascomycota,GCA_014850005.1,43.922,Negative
Ascomycota,GCA_014850035.1,43.92,Negative
Ascomycota,GCA_014850065.1,42.386,Negative
Ascomycota,GCA_014850075.1,43.629,Negative
Ascomycota,GCA_014850095.1,42.61,Negative
Ascomycota,GCA_014850105.1,43.38,Negative
Ascomycota,GCA_014850145.1,44.298,Negative
Ascomycota,GCA_014850165.1,44.597,Negative
Ascomycota,GCA_014850175.1,43.578,Negative
Ascomycota,GCA_014850185.1,43.87,Negative
Ascomycota,GCA_014850205.1,42.288,Negative
Ascomycota,GCA_014850235.1,43.599,Negative
Ascomycota,GCA_014850265.1,43.692,Negative
Ascomycota,GCA_014850275.1,44.079,Negative
Ascomycota,GCA_014850295.1,43.851,Negative
Ascomycota,GCA_014850305.1,43.953,Negative
Ascomycota,GCA_014850315.1,40.829,Negative
Ascomycota,GCA_014850365.1,44.222,Negative
Ascomycota,GCA_014850375.1,43.858,Negative
Ascomycota,GCA_014850395.1,44.206,Negative
Ascomycota,GCA_014850415.1,43.994,Negative
Ascomycota,GCA_014850425.1,44.709,Negative
Ascomycota,GCA_014850445.1,44.025,Negative
Ascomycota,GCA_014850475.1,39.554,Negative
Ascomycota,GCA_014850485.1,43.284,Negative
Ascomycota,GCA_014850505.1,43.837,Negative
Ascomycota,GCA_014850545.1,45.32,Negative
Ascomycota,GCA_014850565.1,39.392,Negative
Ascomycota,GCA_014850585.1,43.678,Negative
Ascomycota,GCA_014850595.1,43.665,Negative
Ascomycota,GCA_014850605.1,43.842,Negative
Ascomycota,GCA_014850625.1,43.98,Negative
Ascomycota,GCA_014850675.1,43.754,Negative
Ascomycota,GCA_014850695.1,43.504,Negative
Ascomycota,GCA_014850705.1,43.629,Negative
Ascomycota,GCA_014850715.1,43.596,Negative
Ascomycota,GCA_014850725.1,43.865,Negative
Ascomycota,GCA_014850755.1,43.854,Negative
Ascomycota,GCA_014850795.1,43.79,Negative
Ascomycota,GCA_014850805.1,43.588,Negative
Ascomycota,GCA_014850825.1,43.973,Negative
Ascomycota,GCA_014850845.1,44.199,Negative
Ascomycota,GCA_014850875.1,43.913,Negative
Ascomycota,GCA_014850885.1,43.752,Negative
Ascomycota,GCA_014850895.1,43.419,Negative
Ascomycota,GCA_014850905.1,43.91,Negative
Ascomycota,GCA_014850965.1,43.248,Negative
Ascomycota,GCA_014850995.1,42.794,Negative
Ascomycota,GCA_014851005.1,44.225,Negative
Ascomycota,GCA_014851035.1,43.154,Negative
Ascomycota,GCA_014851075.1,44.416,Negative
Ascomycota,GCA_014851085.1,43.714,Negative
Ascomycota,GCA_014851095.1,44.277,Negative
Ascomycota,GCA_014851135.1,44.353,Negative
Ascomycota,GCA_014851155.1,47.402,Negative
Ascomycota,GCA_014851185.1,43.761,Negative
Ascomycota,GCA_014851205.1,43.835,Negative
Ascomycota,GCA_014851215.1,43.596,Negative
Ascomycota,GCA_014851245.1,44.245,Negative
Ascomycota,GCA_014851255.1,43.917,Negative
Ascomycota,GCA_014851265.1,44.094,Negative
Ascomycota,GCA_014851275.1,38.522,Negative
Ascomycota,GCA_014851345.1,44.571,Negative
Ascomycota,GCA_014851355.1,43.364,Negative
Ascomycota,GCA_014851385.1,43.81,Negative
Ascomycota,GCA_014857085.1,49.032,Negative
Ascomycota,GCA_014857105.1,48.103,Negative
Ascomycota,GCA_014858425.1,43.709,Negative
Ascomycota,GCA_014858625.1,35.867,Negative
Ascomycota,GCA_014872965.1,60.377,Negative
Ascomycota,GCA_014872975.1,53.411,Negative
Ascomycota,GCA_014872985.1,53.972,Negative
Ascomycota,GCA_014872995.1,54.501,Negative
Ascomycota,GCA_014873005.1,63.637,Negative
Ascomycota,GCA_014873065.1,11.017,Negative
Ascomycota,GCA_014884825.1,50.197,Negative
Ascomycota,GCA_014885045.1,45.013,Negative
Ascomycota,GCA_014898825.1,12.603,Negative
Ascomycota,GCA_014898835.1,46.884,Negative
Ascomycota,GCA_014898875.1,40.938,Negative
Ascomycota,GCA_014898885.1,43.919,Negative
Ascomycota,GCA_014898915.1,37.919,Negative
Ascomycota,GCA_014898925.1,41.364,Negative
Ascomycota,GCA_014898935.1,12.668,Negative
Ascomycota,GCA_014898975.1,35.673,Negative
Ascomycota,GCA_014899045.1,37.016,Negative
Ascomycota,GCA_014899075.1,34.841,Negative
Ascomycota,GCA_014899095.1,35.239,Negative
Ascomycota,GCA_014904845.1,73.549,Negative
Ascomycota,GCA_014904905.1,113.213,Negative
Ascomycota,GCA_014905795.1,16.474,Negative
Ascomycota,GCA_014925725.1,54.639,Negative
Ascomycota,GCA_014925755.1,56.316,Negative
Ascomycota,GCA_015179035.1,63.133,Negative
Ascomycota,GCA_015227795.1,14.468,Negative
Ascomycota,GCA_015251385.1,29.265,Negative
Ascomycota,GCA_015266365.1,36.692,Negative
Ascomycota,GCA_015266375.1,30.719,Negative
Ascomycota,GCA_015266385.1,33.585,Negative
Ascomycota,GCA_015266405.1,30.367,Negative
Ascomycota,GCA_015266435.1,33.587,Negative
Ascomycota,GCA_015295565.1,33.19,Negative
Ascomycota,GCA_015295625.1,20.652,Negative
Ascomycota,GCA_015295635.1,11.716,Negative
Ascomycota,GCA_015295685.1,9.001,Negative
Ascomycota,GCA_015295695.1,18.566,Negative
Ascomycota,GCA_015295725.1,13.998,Negative
Ascomycota,GCA_015295745.1,18.212,Negative
Ascomycota,GCA_015295765.1,27.251,Negative
Ascomycota,GCA_015333565.1,30.864,Negative
Ascomycota,GCA_015344825.1,16.217,Negative
Ascomycota,GCA_015344855.1,15.957,Negative
Ascomycota,GCA_015344875.1,12.926,Negative
Ascomycota,GCA_015344895.1,15.947,Negative
Ascomycota,GCA_015345605.1,16.19,Negative
Ascomycota,GCA_015345625.1,14.981,Negative
Ascomycota,GCA_015345665.1,16.605,Negative
Ascomycota,GCA_015345685.1,16.204,Negative
Ascomycota,GCA_015345725.1,15.915,Negative
Ascomycota,GCA_015345745.1,16.624,Negative
Ascomycota,GCA_015345785.1,15.734,Negative
Ascomycota,GCA_015345795.1,16.871,Negative
Ascomycota,GCA_015345815.1,16.654,Negative
Ascomycota,GCA_015345835.1,16.365,Negative
Ascomycota,GCA_015345885.1,55.816,Negative
Ascomycota,GCA_015345895.1,54.813,Negative
Ascomycota,GCA_015353015.1,11.822,Negative
Ascomycota,GCA_015353045.1,11.903,Negative
Ascomycota,GCA_015363515.1,11.974,Negative
Ascomycota,GCA_015533775.1,26.97,Negative
Ascomycota,GCA_015571995.1,28.365,Negative
Ascomycota,GCA_015572005.1,29.051,Negative
Ascomycota,GCA_015572015.1,28.629,Negative
Ascomycota,GCA_015572025.1,28.193,Negative
Ascomycota,GCA_015585735.1,31.572,Negative
Ascomycota,GCA_015585745.1,36.577,Negative
Ascomycota,GCA_015585755.1,36.609,Negative
Ascomycota,GCA_015585765.1,32.056,Negative
Ascomycota,GCA_015585785.1,32.11,Negative
Ascomycota,GCA_015585855.1,31.31,Negative
Ascomycota,GCA_015585865.1,31.586,Negative
Ascomycota,GCA_015585875.1,34.17,Negative
Ascomycota,GCA_015585885.1,31.567,Negative
Ascomycota,GCA_015585905.1,31.586,Negative
Ascomycota,GCA_015585955.1,31.554,Negative
Ascomycota,GCA_015585965.1,31.562,Negative
Ascomycota,GCA_015585975.1,34.043,Negative
Ascomycota,GCA_015586015.1,32.77,Negative
Ascomycota,GCA_015586035.1,32.028,Negative
Ascomycota,GCA_015586055.1,31.561,Negative
Ascomycota,GCA_015586075.1,34.164,Negative
Ascomycota,GCA_015586095.1,36.597,Negative
Ascomycota,GCA_015586125.1,28.18,Negative
Ascomycota,GCA_015586135.1,32.851,Negative
Ascomycota,GCA_015586215.1,37.316,Negative
Ascomycota,GCA_015586235.1,37.532,Negative
Ascomycota,GCA_015586245.1,35.865,Negative
Ascomycota,GCA_015586265.1,36.852,Negative
Ascomycota,GCA_015586295.1,32.606,Negative
Ascomycota,GCA_015586305.1,32.429,Negative
Ascomycota,GCA_015586315.1,31.592,Negative
Ascomycota,GCA_015586365.1,32.072,Negative
Ascomycota,GCA_015586375.1,25.892,Negative
Ascomycota,GCA_015586395.1,33.344,Negative
Ascomycota,GCA_015586415.1,33.346,Negative
Ascomycota,GCA_015586425.1,33.341,Negative
Ascomycota,GCA_015708695.1,14.416,Negative
Ascomycota,GCA_015832225.1,60.684,Negative
Ascomycota,GCA_015832465.1,53.088,Negative
Ascomycota,GCA_015844325.1,36.244,Negative
Ascomycota,GCA_016097275.1,36.777,Negative
Ascomycota,GCA_016097295.1,42.908,Negative
Ascomycota,GCA_016097305.1,43.213,Negative
Ascomycota,GCA_016097315.1,43.217,Negative
Ascomycota,GCA_016097325.1,38.851,Negative
Ascomycota,GCA_016097375.1,42.997,Negative
Ascomycota,GCA_016097515.1,18.561,Negative
Ascomycota,GCA_016097525.1,34.945,Negative
Ascomycota,GCA_016097625.1,12.581,Negative
Ascomycota,GCA_016109465.1,37.729,Negative
Ascomycota,GCA_016109475.1,36.159,Negative
Ascomycota,GCA_016109485.1,35.283,Negative
Ascomycota,GCA_016109495.1,35.22,Negative
Ascomycota,GCA_016109505.1,32.193,Negative
Ascomycota,GCA_016109565.1,32.059,Negative
Ascomycota,GCA_016109575.1,35.296,Negative
Ascomycota,GCA_016109585.1,33.481,Negative
Ascomycota,GCA_016109625.1,35.293,Negative
Ascomycota,GCA_016109925.1,32.058,Negative
Ascomycota,GCA_016109935.1,35.333,Negative
Ascomycota,GCA_016109955.1,34.204,Negative
Ascomycota,GCA_016109975.1,32.199,Negative
Ascomycota,GCA_016110005.1,33.622,Negative
Ascomycota,GCA_016110015.1,35.332,Negative
Ascomycota,GCA_016110025.1,33.833,Negative
Ascomycota,GCA_016110035.1,36.075,Negative
Ascomycota,GCA_016110055.1,35.469,Negative
Ascomycota,GCA_016110105.1,36.096,Negative
Ascomycota,GCA_016110115.1,36.061,Negative
Ascomycota,GCA_016110135.1,35.163,Negative
Ascomycota,GCA_016110145.1,36.131,Negative
Ascomycota,GCA_016110205.1,36.385,Negative
Ascomycota,GCA_016110215.1,36.163,Negative
Ascomycota,GCA_016110225.1,35.791,Negative
Ascomycota,GCA_016162245.1,28.604,Negative
Ascomycota,GCA_016162265.1,35.598,Negative
Ascomycota,GCA_016163805.1,55.404,Negative
Ascomycota,GCA_016163825.1,52.098,Negative
Ascomycota,GCA_016163845.1,54.87,Negative
Ascomycota,GCA_016163855.1,52.032,Negative
Ascomycota,GCA_016163875.1,54.456,Negative
Ascomycota,GCA_016163905.1,53.705,Negative
Ascomycota,GCA_016163925.1,51.804,Negative
Ascomycota,GCA_016163965.1,53.286,Negative
Ascomycota,GCA_016163975.1,50.049,Negative
Ascomycota,GCA_016163985.1,50.635,Negative
Ascomycota,GCA_016163995.1,51.282,Negative
Ascomycota,GCA_016164055.1,49.936,Negative
Ascomycota,GCA_016164075.1,46.795,Negative
Ascomycota,GCA_016164085.1,48.668,Negative
Ascomycota,GCA_016164105.1,53.594,Negative
Ascomycota,GCA_016164135.1,52.679,Negative
Ascomycota,GCA_016164145.2,57.346,Negative
Ascomycota,GCA_016165855.1,93.695,Negative
Ascomycota,GCA_016165865.1,53.23,Negative
Ascomycota,GCA_016165915.1,53.426,Negative
Ascomycota,GCA_016165925.1,51.382,Negative
Ascomycota,GCA_016165935.1,53.057,Negative
Ascomycota,GCA_016165995.1,49.609,Negative
Ascomycota,GCA_016166015.1,50.11,Negative
Ascomycota,GCA_016166025.1,50.412,Negative
Ascomycota,GCA_016166045.1,51.88,Negative
Ascomycota,GCA_016166065.1,54.298,Negative
Ascomycota,GCA_016166085.1,53.246,Negative
Ascomycota,GCA_016166095.2,56.135,Negative
Ascomycota,GCA_016166105.1,54.314,Negative
Ascomycota,GCA_016166135.1,52.108,Negative
Ascomycota,GCA_016166175.1,53.086,Negative
Ascomycota,GCA_016166195.1,54.465,Negative
Ascomycota,GCA_016166205.1,50.43,Negative
Ascomycota,GCA_016166215.1,53.145,Negative
Ascomycota,GCA_016166225.1,57.371,Negative
Ascomycota,GCA_016166245.1,57.814,Negative
Ascomycota,GCA_016166285.1,48.012,Negative
Ascomycota,GCA_016166325.2,51.48,Negative
Ascomycota,GCA_016166335.1,50.502,Negative
Ascomycota,GCA_016166345.1,53.551,Negative
Ascomycota,GCA_016166365.1,51.259,Negative
Ascomycota,GCA_016166385.1,47.912,Negative
Ascomycota,GCA_016166395.1,54.303,Negative
Ascomycota,GCA_016166415.1,53.718,Negative
Ascomycota,GCA_016167825.1,54.28,Negative
Ascomycota,GCA_016170085.2,55.749,Negative
Ascomycota,GCA_016170095.2,56.96,Negative
Ascomycota,GCA_016413765.1,33.03,Negative
Ascomycota,GCA_016432825.1,50.671,Negative
Ascomycota,GCA_016490725.1,29.419,Negative
Ascomycota,GCA_016490745.1,38.392,Negative
Ascomycota,GCA_016495645.1,12.171,Negative
Ascomycota,GCA_016495665.1,12.149,Negative
Ascomycota,GCA_016495685.1,12.101,Negative
Ascomycota,GCA_016508685.1,39.249,Negative
Ascomycota,GCA_016584195.1,12.285,Negative
Ascomycota,GCA_016584265.1,12.257,Negative
Ascomycota,GCA_016618095.1,62.246,Negative
Ascomycota,GCA_016625505.1,26.484,Negative
Ascomycota,GCA_016625515.1,25.855,Negative
Ascomycota,GCA_016625525.1,25.873,Negative
Ascomycota,GCA_016625675.1,23.867,Negative
Ascomycota,GCA_016630955.3,36.211,Negative
Ascomycota,GCA_016735785.1,12.869,Negative
Ascomycota,GCA_016735825.1,12.837,Negative
Ascomycota,GCA_016748025.1,36.471,Negative
Ascomycota,GCA_016748045.1,31.022,Negative
Ascomycota,GCA_016767815.1,26.337,Negative
Ascomycota,GCA_016772135.1,12.406,Negative
Ascomycota,GCA_016772155.1,12.404,Negative
Ascomycota,GCA_016772175.1,12.384,Negative
Ascomycota,GCA_016772195.1,12.538,Negative
Ascomycota,GCA_016772215.1,12.298,Negative
Ascomycota,GCA_016772235.1,12.361,Negative
Ascomycota,GCA_016801315.1,54.517,Negative
Ascomycota,GCA_016802195.1,59.932,Negative
Ascomycota,GCA_016802205.1,59.931,Negative
Ascomycota,GCA_016802225.1,60.011,Negative
Ascomycota,GCA_016803955.1,38.803,Negative
Ascomycota,GCA_016806755.1,34.322,Negative
Ascomycota,GCA_016806775.1,34.446,Negative
Ascomycota,GCA_016806795.1,34.707,Negative
Ascomycota,GCA_016806815.1,34.795,Negative
Ascomycota,GCA_016806875.1,34.435,Negative
Ascomycota,GCA_016807825.1,25.307,Negative
Ascomycota,GCA_016807845.1,53.508,Negative
Ascomycota,GCA_016808025.1,34.73,Negative
Ascomycota,GCA_016808415.1,30.361,Negative
Ascomycota,GCA_016809505.1,12.462,Negative
Ascomycota,GCA_016858165.1,12.843,Negative
Ascomycota,GCA_016858175.1,12.503,Negative
Ascomycota,GCA_016859205.1,50.989,Negative
Ascomycota,GCA_016859255.1,56.108,Negative
Ascomycota,GCA_016859295.1,15.682,Negative
Ascomycota,GCA_016860305.1,36.893,Negative
Ascomycota,GCA_016860325.1,36.797,Negative
Ascomycota,GCA_016860345.1,35.199,Negative
Ascomycota,GCA_016860365.1,36.585,Negative
Ascomycota,GCA_016860385.1,36.803,Negative
Ascomycota,GCA_016860405.1,36.764,Negative
Ascomycota,GCA_016860425.1,36.68,Negative
Ascomycota,GCA_016860445.1,36.759,Negative
Ascomycota,GCA_016861625.1,37.288,Negative
Ascomycota,GCA_016861735.1,29.748,Negative
Ascomycota,GCA_016861865.1,34.347,Negative
Ascomycota,GCA_016865315.1,35.509,Negative
Ascomycota,GCA_016880755.1,34.296,Negative
Ascomycota,GCA_016906405.1,45.112,Negative
Ascomycota,GCA_016906425.1,47.12,Negative
Ascomycota,GCA_016906495.1,14.133,Negative
Ascomycota,GCA_016906895.2,69.929,Negative
Ascomycota,GCA_016952305.1,37.942,Negative
Ascomycota,GCA_016952355.1,37.659,Negative
Ascomycota,GCA_017140155.1,32.966,Negative
Ascomycota,GCA_017140175.1,32.054,Negative
Ascomycota,GCA_017161175.1,9.02,Negative
Ascomycota,GCA_017165595.1,12.668,Negative
Ascomycota,GCA_017165635.1,12.402,Negative
Ascomycota,GCA_017165645.1,45.74,Negative
Ascomycota,GCA_017165705.1,28.624,Negative
Ascomycota,GCA_017301755.1,7.303,Negative
Ascomycota,GCA_017309295.1,11.833,Negative
Ascomycota,GCA_017309325.2,26.494,Negative
Ascomycota,GCA_017309835.1,14.788,Negative
Ascomycota,GCA_017311225.1,38.15,Negative
Ascomycota,GCA_017311265.1,7.928,Negative
Ascomycota,GCA_017311285.1,7.41,Negative
Ascomycota,GCA_017315405.1,14.486,Negative
Ascomycota,GCA_017354895.1,34.562,Negative
Ascomycota,GCA_017562065.1,37.987,Negative
Ascomycota,GCA_017562105.1,42.965,Negative
Ascomycota,GCA_017579625.1,47.805,Negative
Ascomycota,GCA_017580825.2,23.603,Negative
Ascomycota,GCA_017589455.1,33.681,Negative
Ascomycota,GCA_017589655.1,56.571,Negative
Ascomycota,GCA_017635955.1,20.013,Negative
Ascomycota,GCA_017639365.1,25.098,Negative
Ascomycota,GCA_017639385.1,24.934,Negative
Ascomycota,GCA_017654755.1,13.31,Negative
Ascomycota,GCA_017654855.1,35.957,Negative
Ascomycota,GCA_017654865.1,47.425,Negative
Ascomycota,GCA_017654905.1,19.845,Negative
Ascomycota,GCA_017655625.1,13.093,Negative
Ascomycota,GCA_017656575.1,35.995,Negative
Ascomycota,GCA_017656595.1,36.234,Negative
Ascomycota,GCA_017656615.1,35.548,Negative
Ascomycota,GCA_017656675.1,35.847,Negative
Ascomycota,GCA_017656685.1,37.341,Negative
Ascomycota,GCA_017656695.1,35.921,Negative
Ascomycota,GCA_017656735.1,36.242,Negative
Ascomycota,GCA_017656745.1,36.789,Negative
Ascomycota,GCA_017656775.1,36.236,Negative
Ascomycota,GCA_017656815.1,36.113,Negative
Ascomycota,GCA_017656835.1,36.573,Negative
Ascomycota,GCA_017656915.1,37.069,Negative
Ascomycota,GCA_017656955.1,37,Negative
Ascomycota,GCA_017656985.1,36.362,Negative
Ascomycota,GCA_017657035.1,37.176,Negative
Ascomycota,GCA_017657045.1,36.818,Negative
Ascomycota,GCA_017657105.1,36.921,Negative
Ascomycota,GCA_017766145.1,39.431,Negative
Ascomycota,GCA_017766285.1,38.917,Negative
Ascomycota,GCA_017766425.1,38.57,Negative
Ascomycota,GCA_017766525.1,38.861,Negative
Ascomycota,GCA_017766645.1,39.155,Negative
Ascomycota,GCA_017766725.1,38.944,Negative
Ascomycota,GCA_017766785.1,39.481,Negative
Ascomycota,GCA_017766805.1,39.333,Negative
Ascomycota,GCA_017766825.1,39.869,Negative
Ascomycota,GCA_017788925.1,7.383,Negative
Ascomycota,GCA_017911135.1,2.628,Negative
Ascomycota,GCA_017945965.1,37.479,Negative
Ascomycota,GCA_017948575.1,12.62,Negative
Ascomycota,GCA_017949455.1,25.815,Negative
Ascomycota,GCA_017949655.1,51.607,Negative
Ascomycota,GCA_018092595.1,57.992,Negative
Ascomycota,GCA_018092615.1,46.686,Negative
Ascomycota,GCA_018104255.1,34.859,Negative
Ascomycota,GCA_018104285.1,43.305,Negative
Ascomycota,GCA_018105795.1,10.622,Negative
Ascomycota,GCA_018105815.1,10.372,Negative
Ascomycota,GCA_018115615.1,44.778,Negative
Ascomycota,GCA_018127085.1,8.275,Negative
Ascomycota,GCA_018137895.1,57.822,Negative
Ascomycota,GCA_018140735.1,37.222,Negative
Ascomycota,GCA_018140755.1,37.503,Negative
Ascomycota,GCA_018140825.1,37.263,Negative
Ascomycota,GCA_018140845.1,35.308,Negative
Ascomycota,GCA_018140865.1,36.836,Negative
Ascomycota,GCA_018140885.1,35.782,Negative
Ascomycota,GCA_018167515.1,30.11,Negative
Ascomycota,GCA_018219195.1,12.416,Negative
Ascomycota,GCA_018290055.1,23.696,Negative
Ascomycota,GCA_018290075.1,23.419,Negative
Ascomycota,GCA_018340605.1,33.302,Negative
Ascomycota,GCA_018340795.1,33.388,Negative
Ascomycota,GCA_018343875.1,13.916,Negative
Ascomycota,GCA_018343965.1,12.35,Negative
Ascomycota,GCA_018343995.1,14.391,Negative
Ascomycota,GCA_018344375.1,24.583,Negative
Ascomycota,GCA_018344385.1,14.396,Negative
Ascomycota,GCA_018344405.1,31.295,Negative
Ascomycota,GCA_018344435.1,14.697,Negative
Ascomycota,GCA_018344475.1,10.357,Negative
Ascomycota,GCA_018357685.1,23.775,Negative
Ascomycota,GCA_018398575.1,40.378,Negative
Ascomycota,GCA_018402865.1,12.851,Negative
Ascomycota,GCA_018402885.1,12.363,Negative
Ascomycota,GCA_018404265.1,34.319,Negative
Ascomycota,GCA_018408375.1,28.546,Negative
Ascomycota,GCA_018408415.1,28.552,Negative
Ascomycota,GCA_018408505.1,28.545,Negative
Ascomycota,GCA_018408515.1,28.545,Negative
Ascomycota,GCA_018408545.1,28.553,Negative
Ascomycota,GCA_018408595.1,28.555,Negative
Ascomycota,GCA_018408605.1,25.892,Negative
Ascomycota,GCA_018408615.1,25.891,Negative
Ascomycota,GCA_018408725.1,28.719,Negative
Ascomycota,GCA_018408735.1,28.737,Negative
Ascomycota,GCA_018408745.1,28.772,Negative
Ascomycota,GCA_018408835.1,28.771,Negative
Ascomycota,GCA_018410145.1,28.229,Negative
Ascomycota,GCA_018410155.1,28.763,Negative
Ascomycota,GCA_018410165.1,28.779,Negative
Ascomycota,GCA_018410175.1,28.231,Negative
Ascomycota,GCA_018416015.2,28.193,Negative
Ascomycota,GCA_018440605.1,34.846,Negative
Ascomycota,GCA_018440625.1,35.312,Negative
Ascomycota,GCA_018440635.1,34.719,Negative
Ascomycota,GCA_018440645.1,35.23,Negative
Ascomycota,GCA_018440655.1,35.178,Negative
Ascomycota,GCA_018440705.1,33.943,Negative
Ascomycota,GCA_018489445.1,14.817,Negative
Ascomycota,GCA_018492725.1,40.114,Negative
Ascomycota,GCA_018804105.1,29.005,Negative
Ascomycota,GCA_018804165.1,38.9,Negative
Ascomycota,GCA_018806895.1,26.125,Negative
Ascomycota,GCA_018806905.1,26.138,Negative
Ascomycota,GCA_018806955.1,26.144,Negative
Ascomycota,GCA_018806995.1,26.196,Negative
Ascomycota,GCA_018831645.1,12.952,Negative
Ascomycota,GCA_018842695.1,37.673,Negative
Ascomycota,GCA_018853505.1,67.471,Negative
Ascomycota,GCA_018886245.1,40.359,Negative
Ascomycota,GCA_018894095.1,70.775,Negative
Ascomycota,GCA_018902005.1,12.355,Negative
Ascomycota,GCA_018906675.1,49.922,Negative
Ascomycota,GCA_018906765.1,50.113,Negative
Ascomycota,GCA_018907675.1,50.975,Negative
Ascomycota,GCA_018982765.1,34.642,Negative
Ascomycota,GCA_018982865.1,34.831,Negative
Ascomycota,GCA_018990085.1,31.762,Negative
Ascomycota,GCA_018990095.1,31.888,Negative
Ascomycota,GCA_018990155.1,31.576,Negative
Ascomycota,GCA_018991845.1,32.347,Negative
Ascomycota,GCA_018991875.1,31.774,Negative
Ascomycota,GCA_018991885.1,32.012,Negative
Ascomycota,GCA_018991915.1,32.171,Negative
Ascomycota,GCA_018992025.1,31.801,Negative
Ascomycota,GCA_018992335.1,30.937,Negative
Ascomycota,GCA_018992365.1,31.629,Negative
Ascomycota,GCA_018994065.1,69.985,Negative
Ascomycota,GCA_018994095.1,68.295,Negative
Ascomycota,GCA_018994105.1,57.8,Negative
Ascomycota,GCA_019000065.1,55.074,Negative
Ascomycota,GCA_019008305.1,32.016,Negative
Ascomycota,GCA_019008345.1,31.638,Negative
Ascomycota,GCA_019008445.1,31.935,Negative
Ascomycota,GCA_019008475.1,32.317,Negative
Ascomycota,GCA_019009905.1,32.229,Negative
Ascomycota,GCA_019009935.1,31.053,Negative
Ascomycota,GCA_019009945.1,31.925,Negative
Ascomycota,GCA_019022425.1,29.078,Negative
Ascomycota,GCA_019022465.1,38.958,Negative
Ascomycota,GCA_019022555.1,51.592,Negative
Ascomycota,GCA_019022565.1,57.141,Negative
Ascomycota,GCA_019022765.1,31.8,Negative
Ascomycota,GCA_019039235.1,12.365,Negative
Ascomycota,GCA_019039275.1,12.362,Negative
Ascomycota,GCA_019039295.1,12.399,Negative
Ascomycota,GCA_019039315.1,12.391,Negative
Ascomycota,GCA_019039335.1,12.394,Negative
Ascomycota,GCA_019039355.1,12.375,Negative
Ascomycota,GCA_019039375.1,12.37,Negative
Ascomycota,GCA_019039395.1,12.372,Negative
Ascomycota,GCA_019039415.1,12.359,Negative
Ascomycota,GCA_019039435.1,12.414,Negative
Ascomycota,GCA_019039455.1,12.365,Negative
Ascomycota,GCA_019039475.1,12.44,Negative
Ascomycota,GCA_019039495.1,12.372,Negative
Ascomycota,GCA_019039515.1,12.363,Negative
Ascomycota,GCA_019039535.1,12.365,Negative
Ascomycota,GCA_019039555.1,12.37,Negative
Ascomycota,GCA_019039575.1,12.368,Negative
Ascomycota,GCA_019039595.1,12.409,Negative
Ascomycota,GCA_019039615.1,12.38,Negative
Ascomycota,GCA_019039635.1,12.383,Negative
Ascomycota,GCA_019039655.1,12.379,Negative
Ascomycota,GCA_019039675.1,12.388,Negative
Ascomycota,GCA_019039695.1,12.366,Negative
Ascomycota,GCA_019039715.1,12.365,Negative
Ascomycota,GCA_019039735.1,12.368,Negative
Ascomycota,GCA_019039755.1,12.379,Negative
Ascomycota,GCA_019039775.1,12.362,Negative
Ascomycota,GCA_019049425.1,12.133,Negative
Ascomycota,GCA_019054625.1,40.2,Negative
Ascomycota,GCA_019054645.1,37.953,Negative
Ascomycota,GCA_019054655.1,39.726,Negative
Ascomycota,GCA_019054715.1,39.283,Negative
Ascomycota,GCA_019054735.1,39.376,Negative
Ascomycota,GCA_019054755.1,35.017,Negative
Ascomycota,GCA_019054775.1,39.071,Negative
Ascomycota,GCA_019054795.1,41.63,Negative
Ascomycota,GCA_019054865.1,36.558,Negative
Ascomycota,GCA_019055205.1,36.538,Negative
Ascomycota,GCA_019055395.1,45.732,Negative
Ascomycota,GCA_019059555.1,39.426,Negative
Ascomycota,GCA_019096115.1,10.964,Negative
Ascomycota,GCA_019097725.1,40.002,Negative
Ascomycota,GCA_019097755.1,36.507,Negative
Ascomycota,GCA_019137265.1,42.734,Negative
Ascomycota,GCA_019137275.1,42.175,Negative
Ascomycota,GCA_019137815.1,43.527,Negative
Ascomycota,GCA_019141705.1,41.591,Negative
