Phylum,ACC,Mbp,bp,EVE_Status,EVE_Count
Ascomycota,GCA_020501145.1,28.135,28135000,Negative,0
Ascomycota,GCA_020501175.1,29.245,29245000,Negative,0
Ascomycota,GCA_020501185.1,28.506,28506000,Negative,0
Ascomycota,GCA_020501235.1,28.044,28044000,Negative,0
Ascomycota,GCA_020501245.1,28.237,28237000,Negative,0
Ascomycota,GCA_020501255.1,28.247,28247000,Negative,0
Ascomycota,GCA_020501265.1,28.352,28352000,Negative,0
Ascomycota,GCA_020501325.1,29.292,29292000,Negative,0
Ascomycota,GCA_020501335.1,28.644,28644000,Negative,0
Ascomycota,GCA_020501345.1,27.95,27950000,Negative,0
Ascomycota,GCA_020501375.1,28.464,28464000,Negative,0
Ascomycota,GCA_020501405.1,28.401,28401000,Negative,0
Ascomycota,GCA_020501425.1,28.95,28950000,Negative,0
Ascomycota,GCA_020501445.1,28.122,28122000,Negative,0
Ascomycota,GCA_020501465.1,28.329,28329000,Negative,0
Ascomycota,GCA_020501475.1,28.229,28229000,Negative,0
Ascomycota,GCA_020501495.1,28.975,28975000,Negative,0
Ascomycota,GCA_020501535.1,28.488,28488000,Negative,0
Ascomycota,GCA_020501545.1,27.581,27581000,Negative,0
Ascomycota,GCA_020501555.1,28.454,28454000,Negative,0
Ascomycota,GCA_020501575.1,29.151,29151000,Negative,0
Ascomycota,GCA_020501605.1,28.139,28139000,Negative,0
Ascomycota,GCA_020501615.1,28.68,28680000,Negative,0
Ascomycota,GCA_020501635.1,27.919,27919000,Negative,0
Ascomycota,GCA_020501645.1,28.599,28599000,Negative,0
Ascomycota,GCA_020501695.1,28.776,28776000,Negative,0
Ascomycota,GCA_020501705.1,28.087,28087000,Negative,0
Ascomycota,GCA_020501715.1,28.879,28879000,Negative,0
Ascomycota,GCA_020501735.1,27.933,27933000,Negative,0
Ascomycota,GCA_020501765.1,28.695,28695000,Negative,0
Ascomycota,GCA_020501785.1,28.506,28506000,Negative,0
Ascomycota,GCA_020501805.1,28.468,28468000,Negative,0
Ascomycota,GCA_020501815.1,27.503,27503000,Negative,0
Ascomycota,GCA_020501875.1,28.591,28591000,Negative,0
Ascomycota,GCA_020501885.1,28.426,28426000,Negative,0
Ascomycota,GCA_020501895.1,28.197,28197000,Negative,0
Ascomycota,GCA_020501905.1,29.188,29188000,Negative,0
Ascomycota,GCA_020501935.1,28.88,28880000,Negative,0
Ascomycota,GCA_020501985.1,28.654,28654000,Negative,0
Ascomycota,GCA_020501995.1,30.116,30116000,Negative,0
Ascomycota,GCA_020502005.1,28.454,28454000,Negative,0
Ascomycota,GCA_020502025.1,28.684,28684000,Negative,0
Ascomycota,GCA_020502035.1,28.666,28666000,Negative,0
Ascomycota,GCA_020502045.1,28.585,28585000,Negative,0
Ascomycota,GCA_020502095.1,29.314,29314000,Negative,0
Ascomycota,GCA_020502105.1,28.775,28775000,Negative,0
Ascomycota,GCA_020502115.1,29.317,29317000,Negative,0
Ascomycota,GCA_020502125.1,27.768,27768000,Negative,0
Ascomycota,GCA_020502165.1,27.648,27648000,Negative,0
Ascomycota,GCA_020502185.1,27.914,27914000,Negative,0
Ascomycota,GCA_020502215.1,28.048,28048000,Negative,0
Ascomycota,GCA_020502225.1,28.256,28256000,Negative,0
Ascomycota,GCA_020502235.1,28.468,28468000,Negative,0
Ascomycota,GCA_020502245.1,28.334,28334000,Negative,0
Ascomycota,GCA_020502325.1,28.789,28789000,Negative,0
Ascomycota,GCA_020502335.1,28.616,28616000,Negative,0
Ascomycota,GCA_020502365.1,29.589,29589000,Negative,0
Ascomycota,GCA_020502375.1,27.979,27979000,Negative,0
Ascomycota,GCA_020502385.1,28.762,28762000,Negative,0
Ascomycota,GCA_020502425.1,27.703,27703000,Negative,0
Ascomycota,GCA_020502435.1,28.104,28104000,Negative,0
Ascomycota,GCA_020502455.1,27.968,27968000,Negative,0
Ascomycota,GCA_020502485.1,28.46,28460000,Negative,0
Ascomycota,GCA_020502495.1,27.88,27880000,Negative,0
Ascomycota,GCA_020502525.1,28.257,28257000,Negative,0
Ascomycota,GCA_020502545.1,28.88,28880000,Negative,0
Ascomycota,GCA_020502575.1,28.325,28325000,Negative,0
Ascomycota,GCA_020502595.1,27.465,27465000,Negative,0
Ascomycota,GCA_020502605.1,28.199,28199000,Negative,0
Ascomycota,GCA_020502615.1,28.695,28695000,Negative,0
Ascomycota,GCA_020502625.1,27.936,27936000,Negative,0
Ascomycota,GCA_020502675.1,27.661,27661000,Negative,0
Ascomycota,GCA_020502695.1,28.628,28628000,Negative,0
Ascomycota,GCA_020502705.1,27.546,27546000,Negative,0
Ascomycota,GCA_020502715.1,28.327,28327000,Negative,0
Ascomycota,GCA_020502725.1,28.21,28210000,Negative,0
Ascomycota,GCA_020502875.1,28.03,28030000,Negative,0
Ascomycota,GCA_020502985.1,28.193,28193000,Negative,0
Ascomycota,GCA_020502995.1,27.9,27900000,Negative,0
Ascomycota,GCA_020503015.1,27.593,27593000,Negative,0
Ascomycota,GCA_020503055.1,28.218,28218000,Negative,0
Ascomycota,GCA_020503085.1,27.813,27813000,Negative,0
Ascomycota,GCA_020503095.1,27.908,27908000,Negative,0
Ascomycota,GCA_020503105.1,28.488,28488000,Negative,0
Ascomycota,GCA_020503165.1,27.472,27472000,Negative,0
Ascomycota,GCA_020503175.1,28.764,28764000,Negative,0
Ascomycota,GCA_020503185.1,28.527,28527000,Negative,0
Ascomycota,GCA_020503195.1,28.151,28151000,Negative,0
Ascomycota,GCA_020503205.1,28.177,28177000,Negative,0
Ascomycota,GCA_020503245.1,29.207,29207000,Negative,0
Ascomycota,GCA_020503265.1,28.255,28255000,Negative,0
Ascomycota,GCA_020503275.1,28.461,28461000,Negative,0
Ascomycota,GCA_020503295.1,29.103,29103000,Negative,0
Ascomycota,GCA_020503305.1,28.476,28476000,Negative,0
Ascomycota,GCA_020503345.1,28.743,28743000,Negative,0
Ascomycota,GCA_020503365.1,28.237,28237000,Negative,0
Ascomycota,GCA_020503375.1,28.075,28075000,Negative,0
Ascomycota,GCA_020503395.1,28.156,28156000,Negative,0
Ascomycota,GCA_020503435.1,28.079,28079000,Negative,0
Ascomycota,GCA_020503445.1,28.6,28600000,Negative,0
Ascomycota,GCA_020503455.1,28.247,28247000,Negative,0
Ascomycota,GCA_020503465.1,27.583,27583000,Negative,0
Ascomycota,GCA_020503515.1,28.36,28360000,Negative,0
Ascomycota,GCA_020503535.1,29.274,29274000,Negative,0
Ascomycota,GCA_020503545.1,28.06,28060000,Negative,0
Ascomycota,GCA_020503555.1,28.828,28828000,Negative,0
Ascomycota,GCA_020503565.1,29.095,29095000,Negative,0
Ascomycota,GCA_020503595.1,28.991,28991000,Negative,0
Ascomycota,GCA_020503635.1,28.43,28430000,Negative,0
Ascomycota,GCA_020503645.1,28.528,28528000,Negative,0
Ascomycota,GCA_020503665.1,28.838,28838000,Negative,0
Ascomycota,GCA_020503705.1,28.73,28730000,Negative,0
Ascomycota,GCA_020503715.1,28.015,28015000,Negative,0
Ascomycota,GCA_020503725.1,28.268,28268000,Negative,0
Ascomycota,GCA_020503735.1,28.258,28258000,Negative,0
Ascomycota,GCA_020503745.1,29.547,29547000,Negative,0
Ascomycota,GCA_020503795.1,28.418,28418000,Negative,0
Ascomycota,GCA_020503805.1,28.638,28638000,Negative,0
Ascomycota,GCA_020503815.1,27.981,27981000,Negative,0
Ascomycota,GCA_020503825.1,28.795,28795000,Negative,0
Ascomycota,GCA_020503885.1,28.242,28242000,Negative,0
Ascomycota,GCA_020503895.1,28.559,28559000,Negative,0
Ascomycota,GCA_020503905.1,28.981,28981000,Negative,0
Ascomycota,GCA_020503915.1,28.797,28797000,Negative,0
Ascomycota,GCA_020503935.1,28.758,28758000,Negative,0
Ascomycota,GCA_020510485.1,29.302,29302000,Negative,0
Ascomycota,GCA_020521375.1,27.643,27643000,Negative,0
Ascomycota,GCA_020521395.1,9.531,9531000,Negative,0
Ascomycota,GCA_020521415.1,18.974,18974000,Negative,0
Ascomycota,GCA_020536065.1,9.038,9038000,Negative,0
Ascomycota,GCA_020536115.1,9.361,9361000,Negative,0
Ascomycota,GCA_020536175.1,12.966,12966000,Negative,0
Ascomycota,GCA_020536225.1,14.776,14776000,Negative,0
Ascomycota,GCA_020557365.1,28.924,28924000,Negative,0
Ascomycota,GCA_020615335.1,47.881,47881000,Negative,0
Ascomycota,GCA_020615375.1,38.902,38902000,Negative,0
Ascomycota,GCA_020631695.1,38.595,38595000,Negative,0
Ascomycota,GCA_020631755.1,67.667,67667000,Negative,0
Ascomycota,GCA_020647635.1,41.007,41007000,Negative,0
Ascomycota,GCA_020647705.1,41.45,41450000,Negative,0
Ascomycota,GCA_020647795.1,37.331,37331000,Negative,0
Ascomycota,GCA_020647865.1,37.576,37576000,Negative,0
Ascomycota,GCA_020662405.1,10.64,10640000,Negative,0
Ascomycota,GCA_020726535.1,40.173,40173000,Negative,0
Ascomycota,GCA_020726575.1,35.931,35931000,Negative,0
Ascomycota,GCA_020736505.1,33.832,33832000,Negative,0
Ascomycota,GCA_020736535.1,33.441,33441000,Negative,0
Ascomycota,GCA_020736745.1,33.787,33787000,Negative,0
Ascomycota,GCA_020736755.1,35.168,35168000,Negative,0
Ascomycota,GCA_020736765.1,33.95,33950000,Negative,0
Ascomycota,GCA_020736775.1,33.466,33466000,Negative,0
Ascomycota,GCA_020736785.1,33.305,33305000,Negative,0
Ascomycota,GCA_020736895.1,36.677,36677000,Negative,0
Ascomycota,GCA_020736905.1,39.212,39212000,Negative,0
Ascomycota,GCA_020744215.1,40.162,40162000,Negative,0
Ascomycota,GCA_020744225.1,40.663,40663000,Negative,0
Ascomycota,GCA_020744335.1,48.371,48371000,Negative,0
Ascomycota,GCA_020744355.1,55.719,55719000,Negative,0
Ascomycota,GCA_020744375.1,64.664,64664000,Negative,0
Ascomycota,GCA_020744385.1,40.328,40328000,Negative,0
Ascomycota,GCA_020744415.1,41.131,41131000,Negative,0
Ascomycota,GCA_020744475.1,52.563,52563000,Negative,0
Ascomycota,GCA_020744495.1,52.932,52932000,Negative,0
Ascomycota,GCA_020746835.1,43.468,43468000,Negative,0
Ascomycota,GCA_020746875.1,62.745,62745000,Negative,0
Ascomycota,GCA_020747015.1,40.266,40266000,Negative,0
Ascomycota,GCA_020747045.1,34.077,34077000,Negative,0
Ascomycota,GCA_020796175.1,60.311,60311000,Negative,0
Ascomycota,GCA_020797185.1,12.51,12510000,Negative,0
Ascomycota,GCA_020797195.1,12.413,12413000,Negative,0
Ascomycota,GCA_020797205.1,12.505,12505000,Negative,0
Ascomycota,GCA_020797215.1,12.513,12513000,Negative,0
Ascomycota,GCA_020797225.1,12.514,12514000,Negative,0
Ascomycota,GCA_020797325.1,12.489,12489000,Negative,0
Ascomycota,GCA_020797355.1,12.333,12333000,Negative,0
Ascomycota,GCA_020800285.1,39.45,39450000,Negative,0
Ascomycota,GCA_020809265.1,12.687,12687000,Negative,0
Ascomycota,GCA_020826735.1,26.622,26622000,Negative,0
Ascomycota,GCA_020826765.1,37.419,37419000,Negative,0
Ascomycota,GCA_020826875.1,20.846,20846000,Negative,0
Ascomycota,GCA_020883615.1,53.035,53035000,Negative,0
Ascomycota,GCA_020912385.1,43.999,43999000,Negative,0
Ascomycota,GCA_020975805.1,53.247,53247000,Negative,0
Ascomycota,GCA_020975825.1,52.916,52916000,Negative,0
Ascomycota,GCA_020975915.1,54.173,54173000,Negative,0
Ascomycota,GCA_020975975.1,55.001,55001000,Negative,0
Ascomycota,GCA_020975985.1,52.266,52266000,Negative,0
Ascomycota,GCA_020975995.1,53.091,53091000,Negative,0
Ascomycota,GCA_020976035.1,54.991,54991000,Negative,0
Ascomycota,GCA_020976095.1,52.327,52327000,Negative,0
Ascomycota,GCA_020976145.1,54.754,54754000,Negative,0
Ascomycota,GCA_020976195.1,55.512,55512000,Negative,0
Ascomycota,GCA_020976245.1,56.106,56106000,Negative,0
Ascomycota,GCA_020976255.1,55.398,55398000,Negative,0
Ascomycota,GCA_020976275.1,54.916,54916000,Negative,0
Ascomycota,GCA_020976335.1,53.282,53282000,Negative,0
Ascomycota,GCA_020976345.1,51.145,51145000,Negative,0
Ascomycota,GCA_020976355.1,55.622,55622000,Negative,0
Ascomycota,GCA_020976365.1,55.238,55238000,Negative,0
Ascomycota,GCA_020976375.1,55.197,55197000,Negative,0
Ascomycota,GCA_020976425.1,53.348,53348000,Negative,0
Ascomycota,GCA_020976435.1,54.838,54838000,Negative,0
Ascomycota,GCA_020976445.1,55.286,55286000,Negative,0
Ascomycota,GCA_020976455.1,54.994,54994000,Negative,0
Ascomycota,GCA_020976485.1,55.163,55163000,Negative,0
Ascomycota,GCA_020976505.1,51.745,51745000,Negative,0
Ascomycota,GCA_020976525.1,54.41,54410000,Negative,0
Ascomycota,GCA_020976545.1,56.404,56404000,Negative,0
Ascomycota,GCA_020976685.1,54.057,54057000,Negative,0
Ascomycota,GCA_020976715.1,52.262,52262000,Negative,0
Ascomycota,GCA_020976725.1,51.377,51377000,Negative,0
Ascomycota,GCA_020976775.1,27.81,27810000,Negative,0
Ascomycota,GCA_020976795.1,28.552,28552000,Negative,0
Ascomycota,GCA_020991245.1,38.043,38043000,Negative,0
Ascomycota,GCA_020995425.1,11.374,11374000,Negative,0
Ascomycota,GCA_021014275.1,11.033,11033000,Negative,0
Ascomycota,GCA_021014285.1,15.121,15121000,Negative,0
Ascomycota,GCA_021014315.1,23.816,23816000,Negative,0
Ascomycota,GCA_021018635.1,53.285,53285000,Negative,0
Ascomycota,GCA_021018935.2,14.057,14057000,Negative,0
Ascomycota,GCA_021018955.2,14.192,14192000,Negative,0
Ascomycota,GCA_021018975.2,14.067,14067000,Negative,0
Ascomycota,GCA_021019025.2,14.133,14133000,Negative,0
Ascomycota,GCA_021020635.1,40.58,40580000,Negative,0
Ascomycota,GCA_021020675.1,25.738,25738000,Negative,0
Ascomycota,GCA_021028855.1,30.015,30015000,Negative,0
Ascomycota,GCA_021028865.1,30.291,30291000,Negative,0
Ascomycota,GCA_021066465.1,36.266,36266000,Negative,0
Ascomycota,GCA_021124905.1,49.75,49750000,Negative,0
Ascomycota,GCA_021133555.1,30.537,30537000,Negative,0
Ascomycota,GCA_021172205.1,12.475,12475000,Negative,0
Ascomycota,GCA_021172235.1,12.34,12340000,Negative,0
Ascomycota,GCA_021176775.1,30.157,30157000,Negative,0
Ascomycota,GCA_021186515.1,32.203,32203000,Negative,0
Ascomycota,GCA_021188095.1,59.768,59768000,Negative,0
Ascomycota,GCA_021199905.1,47.674,47674000,Negative,0
Ascomycota,GCA_021208015.1,14.638,14638000,Negative,0
Ascomycota,GCA_021209665.1,49.264,49264000,Negative,0
Ascomycota,GCA_021209685.1,48.79,48790000,Negative,0
Ascomycota,GCA_021209715.1,48.954,48954000,Negative,0
Ascomycota,GCA_021209865.1,49.051,49051000,Negative,0
Ascomycota,GCA_021209875.1,49.114,49114000,Negative,0
Ascomycota,GCA_021223625.1,43.056,43056000,Negative,0
Ascomycota,GCA_021233995.1,11.14,11140000,Negative,0
Ascomycota,GCA_021237285.1,46.361,46361000,Negative,0
Ascomycota,GCA_021272945.1,39.653,39653000,Negative,0
Ascomycota,GCA_021272955.1,10.936,10936000,Negative,0
Ascomycota,GCA_021347865.1,35.841,35841000,Negative,0
Ascomycota,GCA_021365275.1,51.305,51305000,Negative,0
Ascomycota,GCA_021365335.1,56.371,56371000,Negative,0
Ascomycota,GCA_021365345.1,35.663,35663000,Negative,0
Ascomycota,GCA_021399435.1,83.858,83858000,Negative,0
Ascomycota,GCA_021399445.1,50.149,50149000,Negative,0
Ascomycota,GCA_021401465.1,38.093,38093000,Negative,0
Ascomycota,GCA_021432605.1,33.494,33494000,Negative,0
Ascomycota,GCA_021432615.1,58.404,58404000,Negative,0
Ascomycota,GCA_021436885.1,46.771,46771000,Negative,0
Ascomycota,GCA_021436905.1,45.984,45984000,Negative,0
Ascomycota,GCA_021436925.1,43.26,43260000,Negative,0
Ascomycota,GCA_021436935.1,34.898,34898000,Negative,0
Ascomycota,GCA_021436955.2,37.553,37553000,Negative,0
Ascomycota,GCA_021436965.1,37.031,37031000,Negative,0
Ascomycota,GCA_021436995.1,34.62,34620000,Negative,0
Ascomycota,GCA_021437015.1,35.429,35429000,Negative,0
Ascomycota,GCA_021495925.1,38.133,38133000,Negative,0
Ascomycota,GCA_021498365.1,12.145,12145000,Negative,0
Ascomycota,GCA_021498375.1,12.139,12139000,Negative,0
Ascomycota,GCA_021498385.1,12.132,12132000,Negative,0
Ascomycota,GCA_021498435.1,12.133,12133000,Negative,0
Ascomycota,GCA_021513745.1,44.865,44865000,Negative,0
Ascomycota,GCA_021513755.1,45.547,45547000,Negative,0
Ascomycota,GCA_021533815.1,43.974,43974000,Negative,0
Ascomycota,GCA_021535285.1,9.952,9952000,Negative,0
Ascomycota,GCA_021613345.1,28.671,28671000,Negative,0
Ascomycota,GCA_021650765.1,62.777,62777000,Negative,0
Ascomycota,GCA_021655865.1,39.019,39019000,Negative,0
Ascomycota,GCA_021655875.1,36.822,36822000,Negative,0
Ascomycota,GCA_021655885.1,33.864,33864000,Negative,0
Ascomycota,GCA_021655895.1,35.229,35229000,Negative,0
Ascomycota,GCA_021655905.1,49.82,49820000,Negative,0
Ascomycota,GCA_021730345.1,36.85,36850000,Negative,0
Ascomycota,GCA_021730365.1,42.095,42095000,Negative,0
Ascomycota,GCA_021853085.1,23.223,23223000,Negative,0
Ascomycota,GCA_021853495.1,23.226,23226000,Negative,0
Ascomycota,GCA_021853505.1,22.951,22951000,Negative,0
Ascomycota,GCA_021853515.1,23.05,23050000,Negative,0
Ascomycota,GCA_021853525.1,23.207,23207000,Negative,0
Ascomycota,GCA_021854105.1,23.222,23222000,Negative,0
Ascomycota,GCA_022023595.1,16.31,16310000,Negative,0
Ascomycota,GCA_022023695.1,38.099,38099000,Negative,0
Ascomycota,GCA_022023705.1,39.049,39049000,Negative,0
Ascomycota,GCA_022023715.1,37.176,37176000,Negative,0
Ascomycota,GCA_022059125.1,44.423,44423000,Negative,0
Ascomycota,GCA_022114105.1,29.047,29047000,Negative,0
Ascomycota,GCA_022225945.1,35.519,35519000,Negative,0
Ascomycota,GCA_022225955.2,59.716,59716000,Negative,0
Ascomycota,GCA_022225975.1,59.103,59103000,Negative,0
Ascomycota,GCA_022225985.1,39.391,39391000,Negative,0
Ascomycota,GCA_022315155.1,10.686,10686000,Negative,0
Ascomycota,GCA_022344085.1,23.364,23364000,Negative,0
Ascomycota,GCA_022344125.1,33.779,33779000,Negative,0
Ascomycota,GCA_022344135.1,33.637,33637000,Negative,0
Ascomycota,GCA_022344145.1,33.896,33896000,Negative,0
Ascomycota,GCA_022344155.1,33.052,33052000,Negative,0
Ascomycota,GCA_022344165.1,32.88,32880000,Negative,0
Ascomycota,GCA_022344205.1,33.647,33647000,Negative,0
Ascomycota,GCA_022344225.1,32.736,32736000,Negative,0
Ascomycota,GCA_022344235.1,33.806,33806000,Negative,0
Ascomycota,GCA_022344255.1,33.86,33860000,Negative,0
Ascomycota,GCA_022344265.1,33.726,33726000,Negative,0
Ascomycota,GCA_022344295.1,34.098,34098000,Negative,0
Ascomycota,GCA_022344325.1,32.987,32987000,Negative,0
Ascomycota,GCA_022344335.1,34.088,34088000,Negative,0
Ascomycota,GCA_022344355.1,33.446,33446000,Negative,0
Ascomycota,GCA_022344365.1,33.44,33440000,Negative,0
Ascomycota,GCA_022344405.1,33.854,33854000,Negative,0
Ascomycota,GCA_022344415.1,33.015,33015000,Negative,0
Ascomycota,GCA_022344435.1,33.912,33912000,Negative,0
Ascomycota,GCA_022344465.1,33.934,33934000,Negative,0
Ascomycota,GCA_022344485.1,33.041,33041000,Negative,0
Ascomycota,GCA_022344495.1,34.297,34297000,Negative,0
Ascomycota,GCA_022344505.1,33.519,33519000,Negative,0
Ascomycota,GCA_022344545.1,33.553,33553000,Negative,0
Ascomycota,GCA_022344555.1,33.382,33382000,Negative,0
Ascomycota,GCA_022344575.1,33.18,33180000,Negative,0
Ascomycota,GCA_022344615.1,33.781,33781000,Negative,0
Ascomycota,GCA_022344625.1,33.701,33701000,Negative,0
Ascomycota,GCA_022344635.1,33.661,33661000,Negative,0
Ascomycota,GCA_022344655.1,33.969,33969000,Negative,0
Ascomycota,GCA_022344665.1,33.781,33781000,Negative,0
Ascomycota,GCA_022344695.1,34.016,34016000,Negative,0
Ascomycota,GCA_022344705.1,34.026,34026000,Negative,0
Ascomycota,GCA_022344745.1,34.274,34274000,Negative,0
Ascomycota,GCA_022344765.1,34.104,34104000,Negative,0
Ascomycota,GCA_022344775.1,34.025,34025000,Negative,0
Ascomycota,GCA_022344825.1,33.139,33139000,Negative,0
Ascomycota,GCA_022344835.1,33.391,33391000,Negative,0
Ascomycota,GCA_022344855.1,33.62,33620000,Negative,0
Ascomycota,GCA_022344875.1,33.01,33010000,Negative,0
Ascomycota,GCA_022344885.1,33.484,33484000,Negative,0
Ascomycota,GCA_022344895.1,33.788,33788000,Negative,0
Ascomycota,GCA_022344905.1,33.513,33513000,Negative,0
Ascomycota,GCA_022344925.1,33.663,33663000,Negative,0
Ascomycota,GCA_022344955.1,33.937,33937000,Negative,0
Ascomycota,GCA_022344985.1,33.629,33629000,Negative,0
Ascomycota,GCA_022344995.1,33.454,33454000,Negative,0
Ascomycota,GCA_022345075.1,33.309,33309000,Negative,0
Ascomycota,GCA_022345085.1,33.418,33418000,Negative,0
Ascomycota,GCA_022345095.1,33.8,33800000,Negative,0
Ascomycota,GCA_022345105.1,33.1,33100000,Negative,0
Ascomycota,GCA_022345155.1,32.917,32917000,Negative,0
Ascomycota,GCA_022345165.1,33.72,33720000,Negative,0
Ascomycota,GCA_022345175.1,34.037,34037000,Negative,0
Ascomycota,GCA_022345185.1,33.382,33382000,Negative,0
Ascomycota,GCA_022345235.1,33.875,33875000,Negative,0
Ascomycota,GCA_022345245.1,32.895,32895000,Negative,0
Ascomycota,GCA_022345265.1,33.561,33561000,Negative,0
Ascomycota,GCA_022345275.1,34.934,34934000,Negative,0
Ascomycota,GCA_022345285.1,33.392,33392000,Negative,0
Ascomycota,GCA_022345305.1,33.501,33501000,Negative,0
Ascomycota,GCA_022345335.1,33.275,33275000,Negative,0
Ascomycota,GCA_022345345.1,33.43,33430000,Negative,0
Ascomycota,GCA_022345375.1,33.263,33263000,Negative,0
Ascomycota,GCA_022345385.1,33.603,33603000,Negative,0
Ascomycota,GCA_022345405.1,33.862,33862000,Negative,0
Ascomycota,GCA_022345445.1,33.104,33104000,Negative,0
Ascomycota,GCA_022345455.1,33.793,33793000,Negative,0
Ascomycota,GCA_022345465.1,33.951,33951000,Negative,0
Ascomycota,GCA_022345485.1,34.166,34166000,Negative,0
Ascomycota,GCA_022345505.1,34.273,34273000,Negative,0
Ascomycota,GCA_022345525.1,34.284,34284000,Negative,0
Ascomycota,GCA_022345565.1,34.279,34279000,Negative,0
Ascomycota,GCA_022345575.1,33.584,33584000,Negative,0
Ascomycota,GCA_022345585.1,33.517,33517000,Negative,0
Ascomycota,GCA_022345615.1,34.036,34036000,Negative,0
Ascomycota,GCA_022345635.1,33.868,33868000,Negative,0
Ascomycota,GCA_022345655.1,33.864,33864000,Negative,0
Ascomycota,GCA_022345675.1,33.532,33532000,Negative,0
Ascomycota,GCA_022355435.1,33.836,33836000,Negative,0
Ascomycota,GCA_022376275.1,47.514,47514000,Negative,0
Ascomycota,GCA_022376535.1,45.911,45911000,Negative,0
Ascomycota,GCA_022376655.1,38.114,38114000,Negative,0
Ascomycota,GCA_022385595.1,43.87,43870000,Negative,0
Ascomycota,GCA_022385605.1,35.613,35613000,Negative,0
Ascomycota,GCA_022385635.1,46.641,46641000,Negative,0
Ascomycota,GCA_022385655.1,35.929,35929000,Negative,0
Ascomycota,GCA_022385685.1,33.725,33725000,Negative,0
Ascomycota,GCA_022385695.1,51.161,51161000,Negative,0
Ascomycota,GCA_022385715.1,44.844,44844000,Negative,0
Ascomycota,GCA_022392925.1,32.568,32568000,Negative,0
Ascomycota,GCA_022392935.1,31.514,31514000,Negative,0
Ascomycota,GCA_022392945.1,31.418,31418000,Negative,0
Ascomycota,GCA_022419385.1,39.546,39546000,Negative,0
Ascomycota,GCA_022432375.1,54.661,54661000,Negative,0
Ascomycota,GCA_022432385.1,50.248,50248000,Negative,0
Ascomycota,GCA_022432395.1,46.407,46407000,Negative,0
Ascomycota,GCA_022432505.1,39.996,39996000,Negative,0
Ascomycota,GCA_022432525.1,37.51,37510000,Negative,0
Ascomycota,GCA_022453505.1,41.613,41613000,Negative,0
Ascomycota,GCA_022453515.1,42.778,42778000,Negative,0
Ascomycota,GCA_022457055.1,11.489,11489000,Negative,0
Ascomycota,GCA_022457145.1,57.113,57113000,Negative,0
Ascomycota,GCA_022478715.1,35.254,35254000,Negative,0
Ascomycota,GCA_022478725.1,36.819,36819000,Negative,0
Ascomycota,GCA_022478755.1,37.818,37818000,Negative,0
Ascomycota,GCA_022478815.1,38.028,38028000,Negative,0
Ascomycota,GCA_022478825.1,35.555,35555000,Negative,0
Ascomycota,GCA_022495055.1,50.755,50755000,Negative,0
Ascomycota,GCA_022495065.1,46.914,46914000,Negative,0
Ascomycota,GCA_022495085.1,56.977,56977000,Negative,0
Ascomycota,GCA_022495115.1,45.885,45885000,Negative,0
Ascomycota,GCA_022495125.1,47.196,47196000,Negative,0
Ascomycota,GCA_022495145.1,45.702,45702000,Negative,0
Ascomycota,GCA_022495195.1,58.419,58419000,Negative,0
Ascomycota,GCA_022495235.1,43.923,43923000,Negative,0
Ascomycota,GCA_022496045.1,65.222,65222000,Negative,0
Ascomycota,GCA_022496115.1,44.895,44895000,Negative,0
Ascomycota,GCA_022496945.1,38.244,38244000,Negative,0
Ascomycota,GCA_022496965.1,38.538,38538000,Negative,0
Ascomycota,GCA_022497035.1,35.841,35841000,Negative,0
Ascomycota,GCA_022497145.1,37.277,37277000,Negative,0
Ascomycota,GCA_022497155.1,48.316,48316000,Negative,0
Ascomycota,GCA_022539325.1,45.699,45699000,Negative,0
Ascomycota,GCA_022539335.1,44.916,44916000,Negative,0
Ascomycota,GCA_022544795.1,34.977,34977000,Negative,0
Ascomycota,GCA_022544805.1,34.724,34724000,Negative,0
Ascomycota,GCA_022559905.1,33.983,33983000,Negative,0
Ascomycota,GCA_022559915.2,29.144,29144000,Negative,0
Ascomycota,GCA_022560015.1,44.658,44658000,Negative,0
Ascomycota,GCA_022570495.1,30.67,30670000,Negative,0
Ascomycota,GCA_022570775.1,59.256,59256000,Negative,0
Ascomycota,GCA_022570805.1,61.473,61473000,Negative,0
Ascomycota,GCA_022575945.1,23.187,23187000,Negative,0
Ascomycota,GCA_022575955.1,16.133,16133000,Negative,0
Ascomycota,GCA_022577415.1,10.864,10864000,Negative,0
Ascomycota,GCA_022577695.1,10.193,10193000,Negative,0
Ascomycota,GCA_022577715.1,11.993,11993000,Negative,0
Ascomycota,GCA_022577725.1,9.869,9869000,Negative,0
Ascomycota,GCA_022577765.1,10.277,10277000,Negative,0
Ascomycota,GCA_022577775.1,9.918,9918000,Negative,0
Ascomycota,GCA_022577815.1,8.056,8056000,Negative,0
Ascomycota,GCA_022577825.1,8.931,8931000,Negative,0
Ascomycota,GCA_022577855.1,9.35,9350000,Negative,0
Ascomycota,GCA_022578365.1,34.288,34288000,Negative,0
Ascomycota,GCA_022578395.1,34.435,34435000,Negative,0
Ascomycota,GCA_022578495.1,47.844,47844000,Negative,0
Ascomycota,GCA_022578505.1,49.606,49606000,Negative,0
Ascomycota,GCA_022578515.1,38.067,38067000,Negative,0
Ascomycota,GCA_022578665.1,51.518,51518000,Negative,0
Ascomycota,GCA_022578675.1,43.197,43197000,Negative,0
