Name,length,Function,Exognous vs. Endogenous,Phylum
CAOJ01020408.1_1_,107,Rep,Endogenous,Basidiomycota
CAOJ01022740.1_1_,45,Rep,Endogenous,Basidiomycota
JAIWPF010000744.1_6_,120,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_AG-8_WAC10335,475,Rep,Endogenous,Basidiomycota
Rhizoctonia_solani_AG-8_WAC10335_2,482,Rep,Endogenous,Basidiomycota
LVWR01002364.1_2_,207,Rep,Endogenous,Basidiomycota
LVWR01021110.1_2_,98,Rep,Endogenous,Basidiomycota
JARYTX010000002.1_1358_,140,Rep,Endogenous,Basidiomycota
JARYTX010000003.1_3399_,160,Rep,Endogenous,Basidiomycota
JARYTX010000004.1_616_,160,Rep,Endogenous,Basidiomycota
JARYTX010000004.1_623_,160,Rep,Endogenous,Basidiomycota
JARYTX010000004.1_1945_,160,Rep,Endogenous,Basidiomycota
JARYTX010000008.1_975_,160,Rep,Endogenous,Basidiomycota
JARYTX010000010.1_681_,160,Rep,Endogenous,Basidiomycota
JARYTX010000010.1_1587_,160,Rep,Endogenous,Basidiomycota
JARYTX010000011.1_886_,160,Rep,Endogenous,Basidiomycota
JARYTX010000014.1_1442_,160,Rep,Endogenous,Basidiomycota
JARYTX010000015.1_1076_,160,Rep,Endogenous,Basidiomycota
JARYTX010000016.1_36_,160,Rep,Endogenous,Basidiomycota
JARYTX010000023.1_204_,160,Rep,Endogenous,Basidiomycota
JARYTX010000023.1_212_,160,Rep,Endogenous,Basidiomycota
JARYTX010000027.1_267_,160,Rep,Endogenous,Basidiomycota
JARYTX010000041.1_346_,160,Rep,Endogenous,Basidiomycota
JARYTX010000050.1_27_,160,Rep,Endogenous,Basidiomycota
JARYTX010000050.1_188_,160,Rep,Endogenous,Basidiomycota
JARYTX010000093.1_125_,160,Rep,Endogenous,Basidiomycota
JARYTX010000094.1_60_,140,Rep,Endogenous,Basidiomycota
JARYTX010000190.1_22_,160,Rep,Endogenous,Basidiomycota
Rhizopogon_vinicolor_AM-OR11-026,181,Rep,Endogenous,Basidiomycota
LVVM01002453.1_2_,283,Rep,Endogenous,Basidiomycota
LVVM01002620.1_1_,90,Rep,Endogenous,Basidiomycota
LVVM01003765.1_1_,288,Rep,Endogenous,Basidiomycota
LVVM01005745.1_6_,176,Rep,Endogenous,Basidiomycota
LVVM01006218.1_1_,339,Rep,Endogenous,Basidiomycota
PVYE01000041.1_1_,160,Rep,Endogenous,Basidiomycota
PVYL01025374.1_1_,131,Rep,Endogenous,Basidiomycota
PVYG01001535.1_9_,318,Rep,Endogenous,Basidiomycota
PVYU01001669.1_1_,161,Rep,Endogenous,Basidiomycota
PVYT01002030.1_1_,299,Rep,Endogenous,Basidiomycota
PVYM01000209.1_1_,303,Rep,Endogenous,Basidiomycota
PVYM01003478.1_1_,161,Rep,Endogenous,Basidiomycota
PVYM01003478.1_2_,143,Rep,Endogenous,Basidiomycota
PVYM01009260.1_1_,161,Rep,Endogenous,Basidiomycota
PVXY01001561.1_1_,294,Rep,Endogenous,Basidiomycota
PVXY01003197.1_1_,161,Rep,Endogenous,Basidiomycota
PVXY01003197.1_2_,143,Rep,Endogenous,Basidiomycota
PVYD01002347.1_1_,160,Rep,Endogenous,Basidiomycota
PVYH01008140.1_3_,234,Rep,Endogenous,Basidiomycota
PVYH01010828.1_4_,88,Rep,Endogenous,Basidiomycota
PVYH01010828.1_5_,101,Rep,Endogenous,Basidiomycota
PVYC01008927.1_1_,104,Rep,Endogenous,Basidiomycota
PVYI01001191.1_1_,107,Rep,Endogenous,Basidiomycota
PVYI01004383.1_1_,180,Rep,Endogenous,Basidiomycota
PVYI01009064.1_1_,117,Rep,Endogenous,Basidiomycota
PVYI01011776.1_1_,117,Rep,Endogenous,Basidiomycota
PVYI01011844.1_5_,61,Rep,Endogenous,Basidiomycota
PVXX01003423.1_1_,164,Rep,Endogenous,Basidiomycota
PVXX01003424.1_1_,137,Rep,Endogenous,Basidiomycota
PVXX01004157.1_1_,132,Rep,Endogenous,Basidiomycota
PVXX01005196.1_1_,137,Rep,Endogenous,Basidiomycota
PVXX01009149.1_1_,108,Rep,Endogenous,Basidiomycota
PVYB01019937.1_1_,160,Rep,Endogenous,Basidiomycota
PVYK01005627.1_1_,165,Rep,Endogenous,Basidiomycota
PVYK01005627.1_2_,214,Rep,Endogenous,Basidiomycota
Russula_ochroleuca,477,Rep,Endogenous,Basidiomycota
Russula_ochroleuca_2,238,Rep,Endogenous,Basidiomycota
Russula_brevipes,381,Rep,Endogenous,Basidiomycota
Russula_earlei,472,Rep,Endogenous,Basidiomycota
Russula_earlei_2,462,Rep,Endogenous,Basidiomycota
QFFA01005087.1_1_,180,Rep,Endogenous,Basidiomycota
QLOU01004605.1_9_,112,Rep,Endogenous,Basidiomycota
QLOS01002294.1_6_,145,Rep,Endogenous,Basidiomycota
JAYMGJ010000185.1_22_,287,Rep,Endogenous,Basidiomycota
Serpula_lacrymans_var._lacrymans_S7.9,468,Rep,Endogenous,Basidiomycota
Serpula_lacrymans_var._lacrymans_S7.9_2,447,Rep,Endogenous,Basidiomycota
Serpula_lacrymans_var._lacrymans_S7.9_3,447,Rep,Endogenous,Basidiomycota
Serpula_lacrymans_var._lacrymans_S7.9_4,468,Rep,Endogenous,Basidiomycota
Serpula_lacrymans_var._lacrymans_S7.3,512,Rep,Endogenous,Basidiomycota
Serpula_lacrymans_var._lacrymans_S7.3_2,406,Rep,Endogenous,Basidiomycota
PDDN01000276.1_1_,132,Rep,Endogenous,Basidiomycota
PDDN01000384.1_5_,183,Rep,Endogenous,Basidiomycota
JACJFS010000075.1_7_,152,Rep,Endogenous,Basidiomycota
JACJFS010000075.1_8_,138,Rep,Endogenous,Basidiomycota
JACJFS010000923.1_1_,129,Rep,Endogenous,Basidiomycota
JACJFS010000923.1_9_,183,Rep,Endogenous,Basidiomycota
CM031557.1_2547_,183,Rep,Endogenous,Basidiomycota
CM031557.1_2589_,510,Rep,Endogenous,Basidiomycota
Sparassis_crispa,242,Rep,Endogenous,Basidiomycota
Sparassis_crispa_2,527,Rep,Endogenous,Basidiomycota
Sparassis_crispa_3,541,Rep,Endogenous,Basidiomycota
LWKX01000027.1_220_,365,Rep,Endogenous,Basidiomycota
WJPG01000005.1_2415_,242,Rep,Endogenous,Basidiomycota
Sparassis_crispa_4,242,Rep,Endogenous,Basidiomycota
Sparassis_crispa_5,527,Rep,Endogenous,Basidiomycota
Sparassis_crispa_6,541,Rep,Endogenous,Basidiomycota
Suillus_placidus,461,Rep,Endogenous,Basidiomycota
Suillus_placidus_2,370,Rep,Endogenous,Basidiomycota
Suillus_subluteus,479,Rep,Endogenous,Basidiomycota
Suillus_subluteus_2,247,Rep,Endogenous,Basidiomycota
Suillus_subluteus_3,575,Rep,Endogenous,Basidiomycota
Suillus_subalutaceus,456,Rep,Endogenous,Basidiomycota
Suillus_subalutaceus_2,492,Rep,Endogenous,Basidiomycota
Suillus_subalutaceus_3,456,Rep,Endogenous,Basidiomycota
Suillus_subalutaceus_4,492,Rep,Endogenous,Basidiomycota
QGOC01002257.1_5_,180,Rep,Endogenous,Basidiomycota
QGOC01002257.1_6_,167,Rep,Endogenous,Basidiomycota
QGOC01002257.1_7_,145,Rep,Endogenous,Basidiomycota
Trametes_sanguinea,362,Rep,Endogenous,Basidiomycota
QLOJ01008969.1_7_,170,Rep,Endogenous,Basidiomycota
QLOJ01008969.1_8_,143,Rep,Endogenous,Basidiomycota
AP026539.1_585_,67,Rep,Endogenous,Basidiomycota
AP026539.1_676_,67,Rep,Endogenous,Basidiomycota
QFEU01014448.1_15_,233,Rep,Endogenous,Basidiomycota
QFEU01025008.1_2_,141,Rep,Endogenous,Basidiomycota
QFEU01025008.1_3_,124,Rep,Endogenous,Basidiomycota
QMFE01000125.1_39_,115,Rep,Endogenous,Basidiomycota
QMFE01004143.1_6_,247,Rep,Endogenous,Basidiomycota
QMFE01007102.1_5_,137,Rep,Endogenous,Basidiomycota
QMFE01020413.1_1_,89,Rep,Endogenous,Basidiomycota
QMFE01020413.1_2_,96,Rep,Endogenous,Basidiomycota
QMFE01020414.1_2_,89,Rep,Endogenous,Basidiomycota
QMFE01020414.1_3_,94,Rep,Endogenous,Basidiomycota
QMFE01022622.1_2_,96,Rep,Endogenous,Basidiomycota
JALPZM010000067.1_357_,67,Rep,Endogenous,Basidiomycota
Tricholoma_matsutake_945,136,Rep,Endogenous,Basidiomycota
ML014490.1_6_,94,Rep,Endogenous,Chytridiomycota
Boothiomyces_macroporosus,129,Rep,Endogenous,Chytridiomycota
Boothiomyces_macroporosus_2,312,Rep,Endogenous,Chytridiomycota
Boothiomyces_macroporosus_3,771,Rep,Endogenous,Chytridiomycota
ML014490.1_6__2,94,Rep,Endogenous,Chytridiomycota
Globomyces_pollinis-pini,210,Rep,Endogenous,Chytridiomycota
Phlyctochytrium_arcticum,269,Rep,Endogenous,Chytridiomycota
Phlyctochytrium_arcticum_2,230,Rep,Endogenous,Chytridiomycota
Phlyctochytrium_arcticum_3,346,Rep,Endogenous,Chytridiomycota
Phlyctochytrium_arcticum_4,321,Rep,Endogenous,Chytridiomycota
Synchytrium_endobioticum,305,Rep,Endogenous,Chytridiomycota
Synchytrium_endobioticum_2,134,Rep,Endogenous,Chytridiomycota
Terramyces_sp.,295,Rep,Endogenous,Chytridiomycota
Ambispora_gerdemannii,255,Rep,Endogenous,Glomeromycota
Ambispora_gerdemannii_2,94,Rep,Endogenous,Glomeromycota
Ambispora_gerdemannii_3,276,Rep,Endogenous,Glomeromycota
Ambispora_leptoticha,195,Rep,Endogenous,Glomeromycota
Cetraspora_pellucida,174,Rep,Endogenous,Glomeromycota
Cetraspora_pellucida_2,514,Rep,Endogenous,Glomeromycota
Cetraspora_pellucida_3,494,Rep,Endogenous,Glomeromycota
Cetraspora_pellucida_4,343,Rep,Endogenous,Glomeromycota
Cetraspora_pellucida_5,179,Rep,Endogenous,Glomeromycota
Cetraspora_pellucida_6,149,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama,373,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_2,202,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_3,305,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_4,339,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_5,403,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_6,485,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_7,222,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_8,130,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_9,181,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_10,252,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_11,158,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_12,186,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_13,545,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_14,408,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_15,181,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_16,424,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_17,103,Rep,Endogenous,Glomeromycota
Dentiscutata_heterogama_18,135,Rep,Endogenous,Glomeromycota
Dentiscutata_erythropus,453,Rep,Endogenous,Glomeromycota
Dentiscutata_erythropus_2,623,Rep,Endogenous,Glomeromycota
Dentiscutata_erythropus_3,248,Rep,Endogenous,Glomeromycota
Dentiscutata_erythropus_4,617,Rep,Endogenous,Glomeromycota
Dentiscutata_erythropus_5,550,Rep,Endogenous,Glomeromycota
Dentiscutata_erythropus_6,448,Rep,Endogenous,Glomeromycota
Diversispora_epigaea,235,Rep,Endogenous,Glomeromycota
Entrophospora_candida,319,Rep,Endogenous,Glomeromycota
Entrophospora_candida_2,352,Rep,Endogenous,Glomeromycota
Gigaspora_margarita,216,Rep,Endogenous,Glomeromycota
Gigaspora_margarita_2,355,Rep,Endogenous,Glomeromycota
Gigaspora_margarita_3,334,Rep,Endogenous,Glomeromycota
Gigaspora_margarita_4,602,Rep,Endogenous,Glomeromycota
Gigaspora_margarita_5,255,Rep,Endogenous,Glomeromycota
Gigaspora_margarita_6,146,Rep,Endogenous,Glomeromycota
Gigaspora_margarita_7,402,Rep,Endogenous,Glomeromycota
Gigaspora_margarita_8,404,Rep,Endogenous,Glomeromycota
Gigaspora_margarita_9,292,Rep,Endogenous,Glomeromycota
Funneliformis_caledonium,434,Rep,Endogenous,Glomeromycota
Gigaspora_rosea,487,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_2,522,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_3,175,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_4,338,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_5,158,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_6,407,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_7,475,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_8,659,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_9,125,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_10,659,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_11,326,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_12,292,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_13,241,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_14,693,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_15,437,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_16,343,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_17,528,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_18,411,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_19,255,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_20,328,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_21,659,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_22,387,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_23,668,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_24,436,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_25,362,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_26,716,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_27,367,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_28,659,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_29,246,Rep,Endogenous,Glomeromycota
Gigaspora_rosea_30,379,Rep,Endogenous,Glomeromycota
Glomus_cerebriforme,361,Rep,Endogenous,Glomeromycota
Glomus_cerebriforme_2,276,Rep,Endogenous,Glomeromycota
Glomus_cerebriforme_3,216,Rep,Endogenous,Glomeromycota
Paraglomus_occultum,74,Rep,Endogenous,Glomeromycota
Paraglomus_occultum_2,140,Rep,Endogenous,Glomeromycota
Paraglomus_occultum_3,276,Rep,Endogenous,Glomeromycota
Paraglomus_brasilianum,229,Rep,Endogenous,Glomeromycota
Racocetra_fulgida,165,Rep,Endogenous,Glomeromycota
Racocetra_fulgida_2,330,Rep,Endogenous,Glomeromycota
Racocetra_fulgida_3,332,Rep,Endogenous,Glomeromycota
Racocetra_fulgida_4,226,Rep,Endogenous,Glomeromycota
Racocetra_persica,444,Rep,Endogenous,Glomeromycota
Racocetra_persica_2,399,Rep,Endogenous,Glomeromycota
Racocetra_persica_3,487,Rep,Endogenous,Glomeromycota
Racocetra_persica_4,402,Rep,Endogenous,Glomeromycota
Racocetra_persica_5,427,Rep,Endogenous,Glomeromycota
Racocetra_persica_6,508,Rep,Endogenous,Glomeromycota
Racocetra_persica_7,234,Rep,Endogenous,Glomeromycota
Racocetra_persica_8,59,Rep,Endogenous,Glomeromycota
Racocetra_persica_9,485,Rep,Endogenous,Glomeromycota
Racocetra_persica_10,324,Rep,Endogenous,Glomeromycota
Racocetra_persica_11,277,Rep,Endogenous,Glomeromycota
Racocetra_persica_12,313,Rep,Endogenous,Glomeromycota
Racocetra_persica_13,184,Rep,Endogenous,Glomeromycota
Racocetra_persica_14,143,Rep,Endogenous,Glomeromycota
Rhizophagus_irregularis_DAOM_181602=DAOM_197198,64,Rep,Endogenous,Glomeromycota
Rhizophagus_clarus,353,Rep,Endogenous,Glomeromycota
Rhizophagus_clarus_2,708,Rep,Endogenous,Glomeromycota
Scutellospora_calospora,511,Rep,Endogenous,Glomeromycota
Scutellospora_calospora_2,228,Rep,Endogenous,Glomeromycota
Scutellospora_calospora_3,222,Rep,Endogenous,Glomeromycota
Scutellospora_calospora_4,533,Rep,Endogenous,Glomeromycota
Scutellospora_calospora_5,657,Rep,Endogenous,Glomeromycota
Scutellospora_calospora_6,377,Rep,Endogenous,Glomeromycota
Scutellospora_calospora_7,731,Rep,Endogenous,Glomeromycota
Scutellospora_calospora_8,1313,Rep,Endogenous,Glomeromycota
Scutellospora_calospora_9,127,Rep,Endogenous,Glomeromycota
Scutellospora_calospora_10,308,Rep,Endogenous,Glomeromycota
Scutellospora_calospora_11,360,Rep,Endogenous,Glomeromycota
Scutellospora_calospora_12,424,Rep,Endogenous,Glomeromycota
Scutellospora_calospora_13,258,Rep,Endogenous,Glomeromycota
Scutellospora_calospora_14,469,Rep,Endogenous,Glomeromycota
Scutellospora_calospora_15,246,Rep,Endogenous,Glomeromycota
Scutellospora_calospora_16,147,Rep,Endogenous,Glomeromycota
Scutellospora_calospora_17,148,Rep,Endogenous,Glomeromycota
JNDQ01000525.1_4_,191,Rep,Endogenous,Mucoromycota
JNDP01000478.1_6_,401,Rep,Endogenous,Mucoromycota
JNDP01000509.1_2_,235,Rep,Endogenous,Mucoromycota
JNDP01000867.1_2_,242,Rep,Endogenous,Mucoromycota
JNDP01000478.1_6__2,401,Rep,Endogenous,Mucoromycota
JNDP01000509.1_2__2,235,Rep,Endogenous,Mucoromycota
JNDP01000867.1_2__2,242,Rep,Endogenous,Mucoromycota
JNDQ01000525.1_4__2,191,Rep,Endogenous,Mucoromycota
Apophysomyces_sp._BC1015,120,Rep,Endogenous,Mucoromycota
Apophysomyces_sp._BC1015_2,69,Rep,Endogenous,Mucoromycota
Apophysomyces_sp._BC1015_3,257,Rep,Endogenous,Mucoromycota
Apophysomyces_sp._BC1021,106,Rep,Endogenous,Mucoromycota
Apophysomyces_sp._BC1021_2,293,Rep,Endogenous,Mucoromycota
Apophysomyces_sp._BC1021_3,362,Rep,Endogenous,Mucoromycota
Apophysomyces_sp._BC1021_4,201,Rep,Endogenous,Mucoromycota
Apophysomyces_sp._BC1034,87,Rep,Endogenous,Mucoromycota
Apophysomyces_sp._BC1034_2,102,Rep,Endogenous,Mucoromycota
Apophysomyces_sp._BC1034_3,158,Rep,Endogenous,Mucoromycota
Apophysomyces_sp._BC1034_4,201,Rep,Endogenous,Mucoromycota
JAPUVG010000719.1_5_,570,Rep,Endogenous,Neocallimastigomycota
JAPUVG010000719.1_8_,356,Rep,Endogenous,Neocallimastigomycota
JAPUVG010005604.1_2_,496,Rep,Endogenous,Neocallimastigomycota
ASRE01006254.1_5_,305,Rep,Endogenous,Neocallimastigomycota
ASRE01014273.1_1_,503,Rep,Endogenous,Neocallimastigomycota
JAPUUR010007085.1_2_,116,Rep,Endogenous,Neocallimastigomycota
Anaeromyces_robustus,218,Rep,Endogenous,Neocallimastigomycota
Anaeromyces_robustus_2,318,Rep,Endogenous,Neocallimastigomycota
Anaeromyces_robustus_3,419,Rep,Endogenous,Neocallimastigomycota
Anaeromyces_robustus_4,540,Rep,Endogenous,Neocallimastigomycota
Anaeromyces_robustus_5,313,Rep,Endogenous,Neocallimastigomycota
Anaeromyces_robustus_6,155,Rep,Endogenous,Neocallimastigomycota
Anaeromyces_robustus_7,355,Rep,Endogenous,Neocallimastigomycota
Anaeromyces_robustus_8,310,Rep,Endogenous,Neocallimastigomycota
Anaeromyces_robustus_9,133,Rep,Endogenous,Neocallimastigomycota
Anaeromyces_robustus_10,582,Rep,Endogenous,Neocallimastigomycota
Anaeromyces_robustus_11,410,Rep,Endogenous,Neocallimastigomycota
Anaeromyces_robustus_12,252,Rep,Endogenous,Neocallimastigomycota
JAPUVG010000719.1_5__2,570,Rep,Endogenous,Neocallimastigomycota
JAPUVG010000719.1_8__2,356,Rep,Endogenous,Neocallimastigomycota
JAPUVG010005604.1_2__2,496,Rep,Endogenous,Neocallimastigomycota
Neocallimastix_sp._JGI-2020a,282,Rep,Endogenous,Neocallimastigomycota
Neocallimastix_sp._JGI-2020a_2,192,Rep,Endogenous,Neocallimastigomycota
Neocallimastix_sp._JGI-2020a_3,414,Rep,Endogenous,Neocallimastigomycota
Neocallimastix_sp._JGI-2020a_4,309,Rep,Endogenous,Neocallimastigomycota
Neocallimastix_sp._JGI-2020a_5,489,Rep,Endogenous,Neocallimastigomycota
Neocallimastix_sp._JGI-2020a_6,274,Rep,Endogenous,Neocallimastigomycota
Neocallimastix_californiae,282,Rep,Endogenous,Neocallimastigomycota
Neocallimastix_californiae_2,274,Rep,Endogenous,Neocallimastigomycota
Neocallimastix_californiae_3,489,Rep,Endogenous,Neocallimastigomycota
Neocallimastix_californiae_4,294,Rep,Endogenous,Neocallimastigomycota
ASRE01006254.1_5__2,305,Rep,Endogenous,Neocallimastigomycota
ASRE01014273.1_1__2,503,Rep,Endogenous,Neocallimastigomycota
JAPUUR010007085.1_2__2,116,Rep,Endogenous,Neocallimastigomycota
Piromyces_finnis,297,Rep,Endogenous,Neocallimastigomycota
Piromyces_finnis_2,168,Rep,Endogenous,Neocallimastigomycota
Piromyces_finnis_3,165,Rep,Endogenous,Neocallimastigomycota
Piromyces_finnis_4,122,Rep,Endogenous,Neocallimastigomycota
Piromyces_finnis_5,106,Rep,Endogenous,Neocallimastigomycota
Piromyces_sp._E2,399,Rep,Endogenous,Neocallimastigomycota
Piromyces_sp._E2_2,274,Rep,Endogenous,Neocallimastigomycota
Piromyces_sp._E2_3,334,Rep,Endogenous,Neocallimastigomycota
Piromyces_sp._E2_4,479,Rep,Endogenous,Neocallimastigomycota
Piromyces_sp._E2_5,232,Rep,Endogenous,Neocallimastigomycota
Piromyces_sp._E2_6,579,Rep,Endogenous,Neocallimastigomycota
Piromyces_sp._E2_7,557,Rep,Endogenous,Neocallimastigomycota
Mitosporidium_daphniae,381,Rep,Endogenous,Microsporidiomycota
Nosema_granulosis,191,Rep,Endogenous,Microsporidiomycota
Pancytospora_epiphaga,137,Rep,Endogenous,Microsporidiomycota
MBFU01000298.1_1_,296,Rep,Endogenous,Zoopagomycota
QZWR01000980.1_3_,303,Rep,Endogenous,Zoopagomycota
QZWR01001012.1_1_,420,Rep,Endogenous,Zoopagomycota
QZWR01001198.1_1_,387,Rep,Endogenous,Zoopagomycota
QZWR01001216.1_2_,338,Rep,Endogenous,Zoopagomycota
QZWR01001426.1_1_,293,Rep,Endogenous,Zoopagomycota
QZWR01001455.1_1_,101,Rep,Endogenous,Zoopagomycota
QZWR01001455.1_2_,194,Rep,Endogenous,Zoopagomycota
QZWR01001462.1_2_,87,Rep,Endogenous,Zoopagomycota
QZWR01001485.1_2_,306,Rep,Endogenous,Zoopagomycota
QZWR01001548.1_2_,273,Rep,Endogenous,Zoopagomycota
Smittium_mucronatum,612,Rep,Endogenous,Zoopagomycota
Smittium_mucronatum_2,524,Rep,Endogenous,Zoopagomycota
Smittium_mucronatum_3,850,Rep,Endogenous,Zoopagomycota
Smittium_mucronatum_4,505,Rep,Endogenous,Zoopagomycota
Smittium_mucronatum_5,544,Rep,Endogenous,Zoopagomycota
Smittium_culicis,300,Rep,Endogenous,Zoopagomycota
Smittium_culicis_2,336,Rep,Endogenous,Zoopagomycota
Smittium_culicis_3,293,Rep,Endogenous,Zoopagomycota
Smittium_culicis_4,289,Rep,Endogenous,Zoopagomycota
Smittium_culicis_5,422,Rep,Endogenous,Zoopagomycota
Smittium_culicis_6,372,Rep,Endogenous,Zoopagomycota
Smittium_culicis_7,441,Rep,Endogenous,Zoopagomycota
MBFU01000298.1_1__2,296,Rep,Endogenous,Zoopagomycota
Smittium_megazygosporum,275,Rep,Endogenous,Zoopagomycota
Smittium_megazygosporum_2,219,Rep,Endogenous,Zoopagomycota
Smittium_megazygosporum_3,458,Rep,Endogenous,Zoopagomycota
Smittium_megazygosporum_4,179,Rep,Endogenous,Zoopagomycota
Smittium_megazygosporum_5,249,Rep,Endogenous,Zoopagomycota
Smittium_megazygosporum_6,403,Rep,Endogenous,Zoopagomycota
Smittium_megazygosporum_7,356,Rep,Endogenous,Zoopagomycota
Smittium_megazygosporum_8,308,Rep,Endogenous,Zoopagomycota
Smittium_megazygosporum_9,350,Rep,Endogenous,Zoopagomycota
Thamnocephalis_sphaerospora,221,Rep,Endogenous,Zoopagomycota
QZWR01000980.1_3__2,303,Rep,Endogenous,Zoopagomycota
QZWR01001012.1_1__2,420,Rep,Endogenous,Zoopagomycota
QZWR01001198.1_1__2,387,Rep,Endogenous,Zoopagomycota
QZWR01001216.1_2__2,338,Rep,Endogenous,Zoopagomycota
QZWR01001426.1_1__2,293,Rep,Endogenous,Zoopagomycota
QZWR01001455.1_1__2,101,Rep,Endogenous,Zoopagomycota
QZWR01001455.1_2__2,194,Rep,Endogenous,Zoopagomycota
QZWR01001462.1_2__2,87,Rep,Endogenous,Zoopagomycota
QZWR01001485.1_2__2,306,Rep,Endogenous,Zoopagomycota
QZWR01001548.1_2__2,273,Rep,Endogenous,Zoopagomycota
Protobacilladnavirus_chaelor,531,Rep,Exogenous,Cressdnaviricota
Protobacilladnavirus_chasesal,573,Rep,Exogenous,Cressdnaviricota
Protobacilladnavirus_tenuis,446,Rep,Exogenous,Cressdnaviricota
Chaetoceros_sp._DNA_virus_7,484,Rep,Exogenous,Cressdnaviricota
Bacillariodnavirus_LDMD-2013,423,Rep,Exogenous,Cressdnaviricota
Amphibola_crenata_associated_bacilladnavirus_2,532,Rep,Exogenous,Cressdnaviricota
Amphibola_crenata_associated_bacilladnavirus_1,513,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_estuary_associated_bacilladnavirus,474,Rep,Exogenous,Cressdnaviricota
Bacilladnaviridae_sp.,440,Rep,Exogenous,Cressdnaviricota
Chaetoceros_tenuissimus_DNA_virus_SS12-43V,464,Rep,Exogenous,Cressdnaviricota
Avonheates_virus_Gas_1078,469,Rep,Exogenous,Cressdnaviricota
Avonheates_virus_SG_4_10,455,Rep,Exogenous,Cressdnaviricota
Avonheates_virus_SG_924,459,Rep,Exogenous,Cressdnaviricota
Avonheates_virus_SG_19,422,Rep,Exogenous,Cressdnaviricota
Avonheates_virus_SG_28,444,Rep,Exogenous,Cressdnaviricota
Avonheates_virus_SG_61,469,Rep,Exogenous,Cressdnaviricota
Avonheates_virus_SG_120,451,Rep,Exogenous,Cressdnaviricota
Avonheates_virus_SG_146,555,Rep,Exogenous,Cressdnaviricota
Avonheates_virus_SG_154,452,Rep,Exogenous,Cressdnaviricota
Avonheates_virus_SG_479,428,Rep,Exogenous,Cressdnaviricota
Columbid_circovirus,317,Rep,Exogenous,Cressdnaviricota
Beak_and_feather_disease_virus,299,Rep,Exogenous,Cressdnaviricota
Canary_circovirus,290,Rep,Exogenous,Cressdnaviricota
Finch_circovirus,291,Rep,Exogenous,Cressdnaviricota
Gull_circovirus,305,Rep,Exogenous,Cressdnaviricota
Acartia_tonsa_copepod_circovirus,351,Rep,Exogenous,Cressdnaviricota
Labidocera_aestiva_circovirus,255,Rep,Exogenous,Cressdnaviricota
Bat_associated_circovirus_2,313,Rep,Exogenous,Cressdnaviricota
Mink_circovirus,297,Rep,Exogenous,Cressdnaviricota
European_catfish_circovirus,314,Rep,Exogenous,Cressdnaviricota
Bat_associated_cyclovirus_12,221,Rep,Exogenous,Cressdnaviricota
Bat_associated_circovirus_4,303,Rep,Exogenous,Cressdnaviricota
